area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
08011,0,10,70,0,2014,A,NA,89,1158,34911826,19149489,193398,580,30159,NA,1,1,1,1,1,1,1,NA,-3,-3.3,24,2.1,715739,2.1,1075915,6,14008,7.8,0,0,13,0
08013,0,10,70,0,2014,A,NA,13612,169023,10117304237,1783626540,42828910,1151,59858,NA,1,1,1,1,1,1,1,NA,252,1.9,4447,2.7,570377507,6,130046189,7.9,1048276,2.5,35,3.1,1849,3.2
08014,0,10,70,0,2014,A,NA,2378,34427,2533467677,462481099,11027480,1415,73591,NA,1,1,1,1,1,1,1,NA,82,3.6,505,1.5,139010765,5.8,25879689,5.9,-290714,-2.6,58,4.3,3005,4.3
08015,0,10,70,0,2014,A,NA,888,6998,229522936,77822074,1491476,631,32797,NA,1,1,1,1,1,1,1,NA,4,0.5,200,2.9,15765218,7.4,4731408,6.5,83778,6,26,4.3,1354,4.3
08017,0,10,70,0,2014,A,NA,90,707,27728881,7875529,85572,755,39234,NA,1,1,1,1,1,1,1,NA,-2,-2.2,-7,-1,272894,1,9883,0.1,-9489,-10,16,2.2,789,2.1
08019,0,10,70,0,2014,A,NA,320,3153,148506867,48296200,969867,906,47101,NA,1,1,1,1,1,1,1,NA,-1,-0.3,12,0.4,1188493,0.8,1663124,3.6,46402,5,4,0.4,194,0.4
08021,0,10,70,0,2014,A,NA,140,1402,41404637,18120306,321680,568,29541,NA,1,1,1,1,1,1,1,NA,-4,-2.8,35,2.6,2086296,5.3,1168843,6.9,51087,18.9,15,2.7,773,2.7
08023,0,10,70,0,2014,A,NA,84,800,21354338,13026022,165519,514,26710,NA,1,1,1,1,1,1,1,NA,-1,-1.2,-2,-0.2,134017,0.6,992347,8.2,27547,20,5,1,242,0.9
08025,0,10,70,0,2014,A,NA,51,1087,39878519,11579856,154573,705,36678,NA,1,1,1,1,1,1,1,NA,-2,-3.8,18,1.7,1667353,4.4,817110,7.6,17900,13.1,17,2.5,916,2.6
08027,0,10,70,0,2014,A,NA,149,874,24938979,11153043,221775,549,28545,NA,1,1,1,1,1,1,1,NA,-4,-2.6,56,6.8,882782,3.7,880779,8.6,22006,11,-16,-2.8,-849,-2.9
08029,0,10,70,0,2014,A,NA,877,8320,283424020,105031494,2051496,655,34064,NA,1,1,1,1,1,1,1,NA,-2,-0.2,-114,-1.4,-887919,-0.3,3806426,3.8,233459,12.8,7,1.1,353,1
08031,0,10,70,0,2014,A,NA,27852,460715,29227858178,5391176525,141876843,1220,63440,NA,1,1,1,1,1,1,1,NA,820,3,19289,4.4,2233133113,8.3,452762711,9.2,5517054,4,44,3.7,2287,3.7
08033,0,10,70,0,2014,A,NA,73,786,38848154,17119603,938102,951,49436,NA,1,1,1,1,1,1,1,NA,5,7.4,296,60.4,21535421,124.4,9258342,117.8,620699,195.6,271,39.9,14098,39.9
08035,0,10,70,0,2014,A,NA,10308,107529,6309414200,1320948879,30369452,1128,58676,NA,1,1,1,1,1,1,1,NA,257,2.6,4536,4.4,556889327,9.7,97317652,8,564243,1.9,54,5,2823,5.1
08037,0,10,70,0,2014,A,NA,3222,29743,1240239068,466565706,10730445,802,41699,NA,1,1,1,1,1,1,1,NA,33,1,958,3.3,75395845,6.5,28178314,6.4,374144,3.6,24,3.1,1232,3
08039,0,10,70,0,2014,A,NA,607,3255,117977499,55080648,1137053,697,36250,NA,1,1,1,1,1,1,1,NA,23,3.9,-52,-1.6,-258442,-0.2,-888224,-1.6,-124330,-9.9,9,1.3,493,1.4
08041,0,10,70,0,2014,A,NA,17156,248671,11320886098,2517952604,71000307,875,45525,NA,1,1,1,1,1,1,1,NA,111,0.7,5370,2.2,495431236,4.6,169003095,7.2,3984322,5.9,19,2.2,1031,2.3
08043,0,10,70,0,2014,A,NA,873,12757,468989261,103077467,2515805,707,36764,NA,1,1,1,1,1,1,1,NA,-21,-2.3,-70,-0.5,10337704,2.3,3319384,3.3,-42641,-1.7,19,2.8,1006,2.8
08045,0,10,70,0,2014,A,NA,2517,25024,1168644668,309886636,9114546,898,46700,NA,1,1,1,1,1,1,1,NA,-8,-0.3,531,2.2,52461644,4.7,18975721,6.5,76805,0.8,22,2.5,1128,2.5
08047,0,10,70,0,2014,A,NA,158,5019,190956305,82672744,1789277,732,38045,NA,1,1,1,1,1,1,1,NA,3,1.9,-211,-4,-3483610,-1.8,464545,0.6,159375,9.8,17,2.4,864,2.3
08049,0,10,70,0,2014,A,NA,821,7060,223059297,91920580,2060372,608,31595,NA,1,1,1,1,1,1,1,NA,-12,-1.4,252,3.7,15620039,7.5,5997588,7,76668,3.9,22,3.8,1125,3.7
08051,0,10,70,0,2014,A,NA,1089,7673,259925836,91672455,1822422,651,33877,NA,1,1,1,1,1,1,1,NA,14,1.3,99,1.3,-3080053,-1.2,7246756,8.6,95704,5.5,-17,-2.5,-846,-2.4
08053,0,10,70,0,2014,A,NA,81,264,7029216,4472358,68882,511,26592,NA,1,1,1,1,1,1,1,NA,2,2.5,6,2.3,478223,7.3,335450,8.1,11868,20.8,22,4.5,1176,4.6
08055,0,10,70,0,2014,A,NA,189,1660,48448576,20205101,375252,561,29186,NA,1,1,1,1,1,1,1,NA,-19,-9.1,-53,-3.1,621329,1.3,1138031,6,44305,13.4,24,4.5,1262,4.5
08057,0,10,70,0,2014,A,NA,91,550,18491024,7655705,155258,647,33640,NA,1,1,1,1,1,1,1,NA,3,3.4,-10,-1.8,1113986,6.4,298347,4.1,17995,13.1,50,8.4,2600,8.4
08059,0,10,70,0,2014,A,NA,18152,222051,11381542373,2414697592,57983729,986,51256,NA,1,1,1,1,1,1,1,NA,205,1.1,5979,2.8,672742178,6.3,182515521,8.2,1273598,2.2,33,3.5,1695,3.4
08061,0,10,70,0,2014,A,NA,55,419,13689203,4950558,52803,628,32671,NA,1,1,1,1,1,1,1,NA,0,0,-34,-7.5,-1271627,-8.5,-338918,-6.4,-32328,-38,-7,-1.1,-367,-1.1
08063,0,10,70,0,2014,A,NA,299,3104,107831656,39844331,781751,668,34736,NA,1,1,1,1,1,1,1,NA,0,0,112,3.7,11790714,12.3,4429401,12.5,222873,39.9,51,8.3,2633,8.2
08065,0,10,70,0,2014,A,NA,231,2197,75614743,22929602,445429,662,34416,NA,1,1,1,1,1,1,1,NA,8,3.6,108,5.2,4438614,6.2,1913242,9.1,1418,0.3,7,1.1,347,1
08067,0,10,70,0,2014,A,NA,2441,25046,1111859136,375924492,6879067,854,44393,NA,1,1,1,1,1,1,1,NA,19,0.8,557,2.3,75895288,7.3,10975774,3,65506,1,40,4.9,2089,4.9
08069,0,10,70,0,2014,A,NA,10589,141746,6470797674,1481884986,37702163,878,45651,NA,1,1,1,1,1,1,1,NA,265,2.6,4595,3.4,513356344,8.6,151208320,11.4,3765104,11.1,43,5.1,2214,5.1
08071,0,10,70,0,2014,A,NA,435,4937,187645847,62599175,1173232,731,38006,NA,1,1,1,1,1,1,1,NA,-22,-4.8,-95,-1.9,-1247647,-0.7,-855244,-1.3,28348,2.5,9,1.2,470,1.3
08073,0,10,70,0,2014,A,NA,158,2113,72615623,22062906,257099,661,34369,NA,1,1,1,1,1,1,1,NA,1,0.6,23,1.1,3577210,5.2,940014,4.5,21266,9,26,4.1,1343,4.1
08075,0,10,70,0,2014,A,NA,644,8323,293508770,80746682,1390057,678,35265,NA,1,1,1,1,1,1,1,NA,-6,-0.9,173,2.1,17705477,6.4,5115332,6.8,140580,11.3,27,4.1,1425,4.2
08077,0,10,70,0,2014,A,NA,4673,59948,2432417991,601789406,17231608,780,40575,NA,1,1,1,1,1,1,1,NA,-12,-0.3,1541,2.6,111432087,4.8,37594725,6.7,686799,4.2,16,2.1,837,2.1
08079,0,10,70,0,2014,A,NA,72,493,13694880,8374877,88970,534,27774,NA,1,1,1,1,1,1,1,NA,4,5.9,4,0.8,-151999,-1.1,354519,4.4,-6707,-7,-11,-2,-562,-2
08081,0,10,70,0,2014,A,NA,460,4792,212996962,57827874,1038165,855,44448,NA,1,1,1,1,1,1,1,NA,-12,-2.5,-165,-3.3,-2823584,-1.3,-1067411,-1.8,-279154,-21.2,18,2.2,907,2.1
08083,0,10,70,0,2014,A,NA,798,9005,310572979,115664528,2273790,663,34489,NA,1,1,1,1,1,1,1,NA,5,0.6,50,0.6,12832231,4.3,5949070,5.4,-17339,-0.8,24,3.8,1239,3.7
08085,0,10,70,0,2014,A,NA,1304,13696,495526354,138035149,3832990,696,36181,NA,1,1,1,1,1,1,1,NA,-31,-2.3,254,1.9,17450247,3.7,8134463,6.3,327437,9.3,12,1.8,616,1.7
08087,0,10,70,0,2014,A,NA,727,12191,470563442,134832605,2495004,742,38598,NA,1,1,1,1,1,1,1,NA,1,0.1,182,1.5,32715163,7.5,8856774,7,276512,12.5,41,5.8,2137,5.9
08089,0,10,70,0,2014,A,NA,502,5903,190849168,65341572,1205334,622,32332,NA,1,1,1,1,1,1,1,NA,-7,-1.4,-190,-3.1,-4858769,-2.5,-2596,0,-108292,-8.2,4,0.6,210,0.7
08091,0,10,70,0,2014,A,NA,301,1637,56668440,27651741,589350,666,34623,NA,1,1,1,1,1,1,1,NA,-5,-1.6,25,1.6,2825775,5.2,2491343,9.9,-10263,-1.7,24,3.7,1230,3.7
08093,0,10,70,0,2014,A,NA,487,2215,72936736,32608116,569071,633,32931,NA,1,1,1,1,1,1,1,NA,-1,-0.2,76,3.6,3420316,4.9,1351437,4.3,60092,11.8,8,1.3,433,1.3
08095,0,10,70,0,2014,A,NA,163,1695,57223393,26030796,283966,649,33760,NA,1,1,1,1,1,1,1,NA,3,1.9,56,3.4,1692894,3,1661577,6.8,9925,3.6,-3,-0.5,-131,-0.4
08097,0,10,70,0,2014,A,NA,1742,16437,760478526,262227606,6144688,890,46266,NA,1,1,1,1,1,1,1,NA,7,0.4,730,4.6,55012432,7.8,21110864,8.8,431891,7.6,26,3,1352,3
08099,0,10,70,0,2014,A,NA,389,4371,138566781,51792051,714302,610,31699,NA,1,1,1,1,1,1,1,NA,-1,-0.3,-130,-2.9,-1444988,-1,-941221,-1.8,-13260,-1.8,12,2,594,1.9
08101,0,10,70,0,2014,A,NA,3074,57560,2239163555,533922677,15727040,748,38901,NA,1,1,1,1,1,1,1,NA,-21,-0.7,950,1.7,119692189,5.6,34192890,6.8,1709045,12.2,28,3.9,1461,3.9
08103,0,10,70,0,2014,A,NA,272,3071,160103494,48329895,1224543,1003,52131,NA,1,1,1,1,1,1,1,NA,-5,-1.8,-123,-3.9,818707,0.5,-643598,-1.3,3395,0.3,44,4.6,2262,4.5
08105,0,10,70,0,2014,A,NA,408,3925,124073029,46946085,1197165,608,31611,NA,1,1,1,1,1,1,1,NA,-5,-1.2,-76,-1.9,658822,0.5,-329757,-0.7,20537,1.7,15,2.5,768,2.5
08107,0,10,70,0,2014,A,NA,1684,13960,626114509,183242344,5104347,862,44850,NA,1,1,1,1,1,1,1,NA,7,0.4,38,0.3,34261081,5.8,10405706,6,-150404,-2.9,44,5.4,2336,5.5
08109,0,10,70,0,2014,A,NA,169,1555,46127783,26633797,441861,571,29671,NA,1,1,1,1,1,1,1,NA,-6,-3.4,12,0.8,251484,0.5,278522,1.1,-21740,-4.7,-1,-0.2,-71,-0.2
08111,0,10,70,0,2014,A,NA,70,282,7020099,4732097,104077,479,24901,NA,1,1,1,1,1,1,1,NA,-4,-5.4,9,3.3,435595,6.6,73721,1.6,-3831,-3.6,16,3.5,819,3.4
08113,0,10,70,0,2014,A,NA,634,4768,181780450,92062953,2356616,733,38127,NA,1,1,1,1,1,1,1,NA,-9,-1.4,239,5.3,18252005,11.2,9660315,11.7,333860,16.5,39,5.6,2023,5.6
08115,0,10,70,0,2014,A,NA,84,793,25015947,8895646,75422,607,31539,NA,1,1,1,1,1,1,1,NA,3,3.7,-13,-1.6,1017955,4.2,256102,3,7169,10.5,34,5.9,1765,5.9
08117,0,10,70,0,2014,A,NA,2141,19371,675099944,248243165,5323065,670,34852,NA,1,1,1,1,1,1,1,NA,49,2.3,1011,5.5,50427835,8.1,20731769,9.1,268255,5.3,16,2.4,828,2.4
08119,0,10,70,0,2014,A,NA,751,6637,233621430,90144972,1589916,677,35201,NA,1,1,1,1,1,1,1,NA,-1,-0.1,43,0.7,8780845,3.9,4567894,5.3,-51904,-3.2,21,3.2,1105,3.2
08121,0,10,70,0,2014,A,NA,144,1207,43511168,13261597,202424,693,36037,NA,1,1,1,1,1,1,1,NA,7,5.1,25,2.1,3914729,9.9,1015835,8.3,28834,16.6,49,7.6,2526,7.5
08123,0,10,70,0,2014,A,NA,6212,98530,4494192366,1194044471,31609841,877,45613,NA,1,1,1,1,1,1,1,NA,236,3.9,8127,9,591115998,15.1,175163408,17.2,4707091,17.5,47,5.7,2439,5.6
08125,0,10,70,0,2014,A,NA,413,3998,146048531,62641313,782822,703,36531,NA,1,1,1,1,1,1,1,NA,4,1,76,1.9,7378560,5.3,3083307,5.2,103925,15.3,23,3.4,1174,3.3
08999,0,10,70,0,2014,A,NA,4825,20529,1665344076,379339759,12819373,1560,81121,NA,1,1,1,1,1,1,1,NA,1968,68.9,1888,10.1,65959372,4.1,51815693,15.8,1010413,8.6,-90,-5.5,-4678,-5.5
08000,0,10,50,0,2015,A,NA,186114,2494450,135154554435,29202818611,649579102,1042,54182,NA,1,1,1,1,1,1,1,NA,6717,3.7,76715,3.2,7680950764,6,1453772449,5.2,-61962487,-8.7,28,2.8,1458,2.8
08001,0,10,70,0,2015,A,NA,10000,191869,9613827934,2091793619,51962906,964,50106,NA,1,1,1,1,1,1,1,NA,636,6.8,9029,4.9,715553020,8,132731255,6.8,-7321260,-12.3,28,3,1439,3
08003,0,10,70,0,2015,A,NA,549,7845,281234682,82250429,1605917,689,35847,NA,1,1,1,1,1,1,1,NA,13,2.4,337,4.5,22123094,8.5,5585940,7.3,76255,5,25,3.8,1334,3.9
08005,0,10,70,0,2015,A,NA,20735,316514,19327392940,3846314790,87726626,1174,61063,NA,1,1,1,1,1,1,1,NA,1073,5.5,10924,3.6,892697082,4.8,203970286,5.6,-6673091,-7.1,14,1.2,738,1.2
08007,0,10,70,0,2015,A,NA,539,3874,126120404,62467665,1038383,626,32559,NA,1,1,1,1,1,1,1,NA,29,5.7,339,9.6,12866316,11.4,7793985,14.3,-14281,-1.4,10,1.6,520,1.6
08009,0,10,70,0,2015,A,NA,114,1089,30770101,17951824,120080,543,28262,NA,1,1,1,1,1,1,1,NA,2,1.8,-16,-1.4,530233,1.8,476778,2.7,1542,1.3,17,3.2,898,3.3
08011,0,10,70,0,2015,A,NA,90,1170,37165392,19938839,187383,611,31772,NA,1,1,1,1,1,1,1,NA,1,1.1,12,1,2253566,6.5,789350,4.1,-6015,-3.1,31,5.3,1613,5.3
08013,0,10,70,0,2015,A,NA,14252,172735,10684683014,1870706517,39645465,1190,61856,NA,1,1,1,1,1,1,1,NA,640,4.7,3712,2.2,567378777,5.6,87079977,4.9,-3183445,-7.4,39,3.4,1998,3.3
08014,0,10,70,0,2015,A,NA,2572,35983,2878294967,505980088,10785182,1538,79990,NA,1,1,1,1,1,1,1,NA,194,8.2,1556,4.5,344827290,13.6,43498989,9.4,-242298,-2.2,123,8.7,6399,8.7
08015,0,10,70,0,2015,A,NA,917,7256,242619674,83399082,1390767,643,33436,NA,1,1,1,1,1,1,1,NA,29,3.3,258,3.7,13096738,5.7,5577008,7.2,-100709,-6.8,12,1.9,639,1.9
08017,0,10,70,0,2015,A,NA,93,694,27468336,7869864,80001,761,39565,NA,1,1,1,1,1,1,1,NA,3,3.3,-13,-1.8,-260545,-0.9,-5665,-0.1,-5571,-6.5,6,0.8,331,0.8
08019,0,10,70,0,2015,A,NA,332,3062,154840471,50042941,826079,972,50567,NA,1,1,1,1,1,1,1,NA,12,3.8,-91,-2.9,6333604,4.3,1746741,3.6,-143788,-14.8,66,7.3,3466,7.4
08021,0,10,70,0,2015,A,NA,146,1428,40207588,17249871,299542,541,28150,NA,1,1,1,1,1,1,1,NA,6,4.3,26,1.9,-1197049,-2.9,-870435,-4.8,-22138,-6.9,-27,-4.8,-1391,-4.7
08023,0,10,70,0,2015,A,NA,84,811,21901710,13368745,162812,519,27003,NA,1,1,1,1,1,1,1,NA,0,0,11,1.4,547372,2.6,342723,2.6,-2707,-1.6,5,1,293,1.1
08025,0,10,70,0,2015,A,NA,52,1047,40481277,11148609,137361,743,38652,NA,1,1,1,1,1,1,1,NA,1,2,-40,-3.7,602758,1.5,-431247,-3.7,-17212,-11.1,38,5.4,1974,5.4
08027,0,10,70,0,2015,A,NA,145,886,26908342,12220114,230356,584,30373,NA,1,1,1,1,1,1,1,NA,-4,-2.7,12,1.4,1969363,7.9,1067071,9.6,8581,3.9,35,6.4,1828,6.4
08029,0,10,70,0,2015,A,NA,885,8226,272721141,106644135,1794762,638,33155,NA,1,1,1,1,1,1,1,NA,8,0.9,-94,-1.1,-10702879,-3.8,1612641,1.5,-256734,-12.5,-17,-2.6,-909,-2.7
08031,0,10,70,0,2015,A,NA,29499,478275,31168613335,5721270737,127875105,1253,65169,NA,1,1,1,1,1,1,1,NA,1647,5.9,17560,3.8,1940755157,6.6,330094212,6.1,-14001738,-9.9,33,2.7,1729,2.7
08033,0,10,70,0,2015,A,NA,72,758,41296774,18678182,390804,1048,54487,NA,1,1,1,1,1,1,1,NA,-1,-1.4,-28,-3.6,2448620,6.3,1558579,9.1,-547298,-58.3,97,10.2,5051,10.2
08035,0,10,70,0,2015,A,NA,11030,112868,6828500970,1430779732,29844710,1163,60500,NA,1,1,1,1,1,1,1,NA,722,7,5339,5,519086770,8.2,109830853,8.3,-524742,-1.7,35,3.1,1824,3.1
08037,0,10,70,0,2015,A,NA,3368,30993,1336008348,491454576,9809363,829,43107,NA,1,1,1,1,1,1,1,NA,146,4.5,1250,4.2,95769280,7.7,24888870,5.3,-921082,-8.6,27,3.4,1408,3.4
08039,0,10,70,0,2015,A,NA,647,3404,127469331,58042263,894742,720,37452,NA,1,1,1,1,1,1,1,NA,40,6.6,149,4.6,9491832,8,2961615,5.4,-242311,-21.3,23,3.3,1202,3.3
08041,0,10,70,0,2015,A,NA,18011,256706,11961321791,2666809240,65331966,896,46595,NA,1,1,1,1,1,1,1,NA,855,5,8035,3.2,640435693,5.7,148856636,5.9,-5668341,-8,21,2.4,1070,2.4
08043,0,10,70,0,2015,A,NA,901,13249,496751314,111188790,2410650,721,37493,NA,1,1,1,1,1,1,1,NA,28,3.2,492,3.9,27762053,5.9,8111323,7.9,-105155,-4.2,14,2,729,2
08045,0,10,70,0,2015,A,NA,2559,25626,1192380100,324465555,8739867,895,46530,NA,1,1,1,1,1,1,1,NA,42,1.7,602,2.4,23735432,2,14578919,4.7,-374679,-4.1,-3,-0.3,-170,-0.4
08047,0,10,70,0,2015,A,NA,157,4987,200265500,83428212,1430009,772,40157,NA,1,1,1,1,1,1,1,NA,-1,-0.6,-32,-0.6,9309195,4.9,755468,0.9,-359268,-20.1,40,5.5,2112,5.6
08049,0,10,70,0,2015,A,NA,845,7305,242795178,99098328,1873024,639,33235,NA,1,1,1,1,1,1,1,NA,24,2.9,245,3.5,19735881,8.8,7177748,7.8,-187348,-9.1,31,5.1,1640,5.2
08051,0,10,70,0,2015,A,NA,1117,7985,279657543,97116918,1614185,673,35021,NA,1,1,1,1,1,1,1,NA,28,2.6,312,4.1,19731707,7.6,5444463,5.9,-208237,-11.4,22,3.4,1144,3.4
08053,0,10,70,0,2015,A,NA,77,274,7698573,4731238,57906,541,28114,NA,1,1,1,1,1,1,1,NA,-4,-4.9,10,3.8,669357,9.5,258880,5.8,-10976,-15.9,30,5.9,1522,5.7
08055,0,10,70,0,2015,A,NA,185,1647,47059674,19965598,278563,549,28573,NA,1,1,1,1,1,1,1,NA,-4,-2.1,-13,-0.8,-1388902,-2.9,-239503,-1.2,-96689,-25.8,-12,-2.1,-613,-2.1
08057,0,10,70,0,2015,A,NA,90,535,17189795,7589671,127575,618,32135,NA,1,1,1,1,1,1,1,NA,-1,-1.1,-15,-2.7,-1301229,-7,-66034,-0.9,-27683,-17.8,-29,-4.5,-1505,-4.5
08059,0,10,70,0,2015,A,NA,18976,228335,12096352016,2563053381,55878305,1019,52976,NA,1,1,1,1,1,1,1,NA,824,4.5,6284,2.8,714809643,6.3,148355789,6.1,-2105424,-3.6,33,3.3,1720,3.4
08061,0,10,70,0,2015,A,NA,57,413,13379689,4859327,47544,623,32416,NA,1,1,1,1,1,1,1,NA,2,3.6,-6,-1.4,-309514,-2.3,-91231,-1.8,-5259,-10,-5,-0.8,-255,-0.8
08063,0,10,70,0,2015,A,NA,312,3051,105717242,36593938,477229,666,34653,NA,1,1,1,1,1,1,1,NA,13,4.3,-53,-1.7,-2114414,-2,-3250393,-8.2,-304522,-39,-2,-0.3,-83,-0.2
08065,0,10,70,0,2015,A,NA,233,2263,75758729,24829265,505915,644,33481,NA,1,1,1,1,1,1,1,NA,2,0.9,66,3,143986,0.2,1899663,8.3,60486,13.6,-18,-2.7,-935,-2.7
08067,0,10,70,0,2015,A,NA,2503,25501,1143690437,378564932,5965704,862,44849,NA,1,1,1,1,1,1,1,NA,62,2.5,455,1.8,31831301,2.9,2640440,0.7,-913363,-13.3,8,0.9,456,1
08069,0,10,70,0,2015,A,NA,11188,147455,6960163221,1558286143,32996311,908,47202,NA,1,1,1,1,1,1,1,NA,599,5.7,5709,4,489365547,7.6,76401157,5.2,-4705852,-12.5,30,3.4,1551,3.4
08071,0,10,70,0,2015,A,NA,434,4803,177050984,62123063,980178,709,36865,NA,1,1,1,1,1,1,1,NA,-1,-0.2,-134,-2.7,-10594863,-5.6,-476112,-0.8,-193054,-16.5,-22,-3,-1141,-3
08073,0,10,70,0,2015,A,NA,160,2126,75872803,21871819,234974,686,35689,NA,1,1,1,1,1,1,1,NA,2,1.3,13,0.6,3257180,4.5,-191087,-0.9,-22125,-8.6,25,3.8,1320,3.8
08075,0,10,70,0,2015,A,NA,660,8358,300761791,80638325,1220985,692,35983,NA,1,1,1,1,1,1,1,NA,16,2.5,35,0.4,7253021,2.5,-108357,-0.1,-169072,-12.2,14,2.1,718,2
08077,0,10,70,0,2015,A,NA,4745,59801,2474462676,606459029,14816715,796,41378,NA,1,1,1,1,1,1,1,NA,72,1.5,-147,-0.2,42044685,1.7,4669623,0.8,-2414893,-14,16,2.1,803,2
08079,0,10,70,0,2015,A,NA,72,534,14478705,8645219,87237,522,27131,NA,1,1,1,1,1,1,1,NA,0,0,41,8.3,783825,5.7,270342,3.2,-1733,-1.9,-12,-2.2,-643,-2.3
08081,0,10,70,0,2015,A,NA,452,4749,215777416,57929942,1041273,874,45440,NA,1,1,1,1,1,1,1,NA,-8,-1.7,-43,-0.9,2780454,1.3,102068,0.2,3108,0.3,19,2.2,992,2.2
08083,0,10,70,0,2015,A,NA,812,8877,308669619,113171058,1931137,669,34772,NA,1,1,1,1,1,1,1,NA,14,1.8,-128,-1.4,-1903360,-0.6,-2493470,-2.2,-342653,-15.1,6,0.9,283,0.8
08085,0,10,70,0,2015,A,NA,1317,14066,516195157,144329281,3370459,706,36699,NA,1,1,1,1,1,1,1,NA,13,1,370,2.7,20668803,4.2,6294132,4.6,-462531,-12.1,10,1.4,518,1.4
08087,0,10,70,0,2015,A,NA,733,11981,478097727,131458127,2123614,767,39905,NA,1,1,1,1,1,1,1,NA,6,0.8,-210,-1.7,7534285,1.6,-3374478,-2.5,-371390,-14.9,25,3.4,1307,3.4
08089,0,10,70,0,2015,A,NA,496,5964,197629156,65198468,1006425,637,33139,NA,1,1,1,1,1,1,1,NA,-6,-1.2,61,1,6779988,3.6,-143104,-0.2,-198909,-16.5,15,2.4,807,2.5
08091,0,10,70,0,2015,A,NA,310,1716,61146871,28080074,667624,685,35635,NA,1,1,1,1,1,1,1,NA,9,3,79,4.8,4478431,7.9,428333,1.5,78274,13.3,19,2.9,1012,2.9
08093,0,10,70,0,2015,A,NA,516,2316,81983601,36137915,585090,681,35404,NA,1,1,1,1,1,1,1,NA,29,6,101,4.6,9046865,12.4,3529799,10.8,16019,2.8,48,7.6,2473,7.5
08095,0,10,70,0,2015,A,NA,170,1669,59128780,26200113,233221,681,35435,NA,1,1,1,1,1,1,1,NA,7,4.3,-26,-1.5,1905387,3.3,169317,0.7,-50745,-17.9,32,4.9,1675,5
08097,0,10,70,0,2015,A,NA,1781,15826,798738634,260670828,5402420,971,50469,NA,1,1,1,1,1,1,1,NA,39,2.2,-611,-3.7,38260108,5,-1556778,-0.6,-742268,-12.1,81,9.1,4203,9.1
08099,0,10,70,0,2015,A,NA,395,4408,145162048,54239815,648784,633,32934,NA,1,1,1,1,1,1,1,NA,6,1.5,37,0.8,6595267,4.8,2447764,4.7,-65518,-9.2,23,3.8,1235,3.9
08101,0,10,70,0,2015,A,NA,3119,58592,2334277654,545030934,15182881,766,39840,NA,1,1,1,1,1,1,1,NA,45,1.5,1032,1.8,95114099,4.2,11108257,2.1,-544159,-3.5,18,2.4,939,2.4
08103,0,10,70,0,2015,A,NA,269,2925,150335157,45662672,745065,988,51397,NA,1,1,1,1,1,1,1,NA,-3,-1.1,-146,-4.8,-9768337,-6.1,-2667223,-5.5,-479478,-39.2,-15,-1.5,-734,-1.4
08105,0,10,70,0,2015,A,NA,396,3890,133574191,48263910,1130656,660,34337,NA,1,1,1,1,1,1,1,NA,-12,-2.9,-35,-0.9,9501162,7.7,1317825,2.8,-66509,-5.6,52,8.6,2726,8.6
08107,0,10,70,0,2015,A,NA,1708,14093,615861586,187085623,3847581,840,43699,NA,1,1,1,1,1,1,1,NA,24,1.4,133,1,-10252923,-1.6,3843279,2.1,-1256766,-24.6,-22,-2.6,-1151,-2.6
08109,0,10,70,0,2015,A,NA,167,1635,48700633,28342488,456934,573,29783,NA,1,1,1,1,1,1,1,NA,-2,-1.2,80,5.1,2572850,5.6,1708691,6.4,15073,3.4,2,0.4,112,0.4
08111,0,10,70,0,2015,A,NA,74,291,7040818,5048928,114627,466,24237,NA,1,1,1,1,1,1,1,NA,4,5.7,9,3.2,20719,0.3,316831,6.7,10550,10.1,-13,-2.7,-664,-2.7
08113,0,10,70,0,2015,A,NA,657,5094,206552327,101325571,2207872,780,40549,NA,1,1,1,1,1,1,1,NA,23,3.6,326,6.8,24771877,13.6,9262618,10.1,-148744,-6.3,47,6.4,2422,6.4
08115,0,10,70,0,2015,A,NA,85,807,25964934,8853941,84963,619,32171,NA,1,1,1,1,1,1,1,NA,1,1.2,14,1.8,948987,3.8,-41705,-0.5,9541,12.7,12,2,632,2
08117,0,10,70,0,2015,A,NA,2199,20386,750554387,266119122,4933641,708,36817,NA,1,1,1,1,1,1,1,NA,58,2.7,1015,5.2,75454443,11.2,17875957,7.2,-389424,-7.3,38,5.7,1965,5.6
